Total output lines: 613

MLS #,Location,List Price,Sold Price,Acres,Days on Market,Parcel #,Zoning Comments,Remarks / Comments,acres_num,dom_num,list_price_num,sold_price_num,price_num,ppa,acre_band,sold_to_list
A144462C,Sturgeon Bay,"$98,500","$98,500",1.11,101,002240013,R-1 Addllnfo: Located between 7744 and 7748 Prestwick Way,"• Nicely wooded lot with cul-de-sac access at The Highlands at Maxwelton Braes.
• 1.11 acres with deed restrictions to protect your property values.
• Located near the golf course and walking or biking distance to everything in downtown Baileys Harbor.",1.11,101.0,98500.0,98500.0,98500.0,88738.73873873873,1-2 ac,1.0
A144609C,Sturgeon Bay,"$89,900","$89,900",0.82,121,2815406020801D,Residential,"• Rare opportunity to own an oversized .82-acre lot in the city of Sturgeon Bay!
• Conveniently located near Sunset Park, shopping, dining, and more—this spacious parcel offers the perfect blend of city living with room to spread out.",0.82,121.0,89900.0,89900.0,89900.0,109634.14634146342,<1 ac,1.0
A144701C,Sturgeon Bay,"$74,900","$74,900",0.44,173,281131227250025,R-1,"• Looking for space without giving up convenience?
• This larger west-side Sturgeon Bay lot is surrounded by newer homes, set in a quiet area, and close to downtown and highway access.
• Utilities available at the road.",0.44,173.0,74900.0,74900.0,74900.0,170227.27272727274,<1 ac,1.0
A143993C,Sturgeon Bay,"$39,900","$39,900",0.25,220,2814865010800,R-1,"• Located on Sturgeon Bay's west side a recently improved lot for your new home, now with sewer and water available.
• A pleasant walk to shopping, west side waterfront, Otumba Park and beach.
• 6 lots now available to choose from next to each other.
• Seller will be paying special assessment for sewer/water as part of closing.",0.25,220.0,39900.0,39900.0,39900.0,159600.0,<1 ac,1.0
A143989C,Sturgeon Bay,"$39,900","$39,900",0.25,256,2814865010400,R-1,"• Located on Sturgeon Bay's west side and recently improved lot for your new home, now with sewer and water available.
• A pleasant walk to shopping, west side waterfront, Otumba Park and beach.
• 6 lots now available to choose from next to each other.
• Seller will be paying special assessment for sewer/water as part of closing.",0.25,256.0,39900.0,39900.0,39900.0,159600.0,<1 ac,1.0
A143990C,Sturgeon Bay,"$39,900","$39,900",0.25,256,2814865010500,R-1,"• Located on Sturgeon Bay's west side a recently improved lot for your new home now with sewer and water available.
• A pleasant walk to shopping, west side waterfront, Otumba Park and beach.
• 6 lots now available to choose from next to each other.
• Seller will be paying special assessment for sewer/water as part of closing.",0.25,256.0,39900.0,39900.0,39900.0,159600.0,<1 ac,1.0
A143991C,Sturgeon Bay,"$39,900","$39,900",0.25,256,2814865010600,R-1,"• Located on Sturgeon Bay's west side a recently improved lot for your new home, now with sewer and water available.
• A pleasant walk to shopping, west side waterfront, Otumba Park and beach.
• 6 lots now available to choose from next to each other.
• Seller will be paying special assessment for sewer/water as part of closing.",0.25,256.0,39900.0,39900.0,39900.0,159600.0,<1 ac,1.0
A143992C,Sturgeon Bay,"$39,900","$39,900",0.25,256,2814865010700,R-1,"• Located on Sturgeon Bay's west side a recently improved lot for your new home, now with sewer and water available.
• A pleasant walk to shopping, west side waterfront, Otumba Park and beach.
• 6 lots now available to choose from next to each other.
• Seller will be paying special assessment for sewer/water as part of closing.",0.25,256.0,39900.0,39900.0,39900.0,159600.0,<1 ac,1.0
A143994C,Sturgeon Bay,"$39,900","$35,000",0.25,331,2814865010900,R-1,"• Located on Sturgeon Bay's west side a recently improved lot for your new home, now with sewer and water available.
• A pleasant walk to shopping, west side waterfront, Otumba Park and beach.
• Seller will be paying special assessment for sewer/water as part of closing.",0.25,331.0,39900.0,35000.0,35000.0,140000.0,<1 ac,0.8771929824561403
L141467C,Sturgeon Bay,"$474,000","$474,000",1.73,470,0180304322921I,Single Family Res 30000 (SF30),"• Come explore the breathtaking tip of the Door Peninsula!
• You'll fall in love with the panoramic views of Lake Michigan and the islands in the distance.
• This nearly two acre, beautifully wooded parcel features 237 feet of one of the finest, most natural rock and sand beaches in the entire county.
• Picture in your mind the early explorers and pioneers who departed this very shoreline on their excursions to Washington Island and beyond.
• Gaze at the everchanging far horizon of today as the Washington Island Ferry traverses the waters of Lake Michigan.",1.73,470.0,474000.0,474000.0,474000.0,273988.4393063584,1-2 ac,1.0
,,,,,,,,,,,,,,,unknown,
A144043C,Washington Island,"$43,000","$43,000",1.63,74,028320001,Single Family Res 30000 (SF30),"• Includes deeded access to 2200 feet of Lake Michigan shore front!!
• Ask for a copy of the rules/regulations for this property owners association.
• Camping is not allowed and once a home is built it cannot be used for rentals in this association.
• Yearly dues are $30.",1.63,74.0,43000.0,43000.0,43000.0,26380.36809815951,1-2 ac,1.0
A144071C,Washington Island,"$75,000","$75,000",5.05,77,0280307333021E,General Agricultural (GA),"• Camp while you plan your new home site!
• This lovely lot offers a meadow setting and is mostly level with a very slight elevation as you move south on the lot.
• Contact us for all the details!",5.05,77.0,75000.0,75000.0,75000.0,14851.485148514852,5-10 ac,1.0
A144542C,Washington Island,"$68,000","$68,000",1.05,98,0180533332912H3,Single Family Res 30000 (SF30) Addllnfo: Northport Woods,"• Nestled at the northern tip of the peninsula, this serene homesite, accessed via a private road and located at the end of the cul-de-sac, offers the peaceful charm of old Door County.
• Directly across from Porte Des Morts Park, just a short walk to the Washington Island Ferry dock, and minutes from Europe Lake and Newport State Park, this offering is ideal for those seeking privacy, immersion in nature, and outdoor adventures.
• Underground electricity is available, and minimal restrictions help protect your investment while allowing flexibility to build your Door County retreat.",1.05,98.0,68000.0,68000.0,68000.0,64761.904761904756,1-2 ac,1.0
A143923C,Washington Island,"$67,500","$67,500",5,130,0280433343012,Countryside (CS),"• Private and quiet location, level and wooded lot.
• Ready for a home, camping or hunting.",5.0,130.0,67500.0,67500.0,67500.0,13500.0,5-10 ac,1.0
A143293C,Washington Island,"$80,000","$80,000",5,352,0280307333033A3,Estate (ES),"• Nicely wooded 5 acre lot.
• There is a utility easement (power polls) along the westerly edge of the property just off the paved road.
• The electric co-op has a right to maintain those lines and trim branches back from them.
• A driveway can still be installed going under the lines.",5.0,352.0,80000.0,80000.0,80000.0,16000.0,5-10 ac,1.0
